,gbifID,type,format,URL,group,Common Name,Scientific Name,Type,id
11351,779869796,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0358b_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869796
11352,779869795,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0358a_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869795
11353,779869794,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S1367_08_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869794
11354,779869793,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S1367_19_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869793
11355,779869792,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S1352_04_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869792
11356,779869791,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S1256_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869791
11357,779869790,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S1233_13_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869790
11358,779869789,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S1194_05_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869789
11359,779869788,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S1165_07_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869788
11360,779869787,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S1130_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869787
11361,779869786,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S1049_02_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869786
11362,779869785,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0009_03_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869785
11363,779869784,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0009_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869784
11364,779869783,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0007_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869783
11365,779869782,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0006_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869782
11366,779869781,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0005_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869781
11367,779869780,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0004_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869780
11368,779869779,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0003_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869779
11369,779869777,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0001_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869777
11370,779869776,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0018_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869776
11371,779869775,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0017_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869775
11372,779869774,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0016_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869774
11373,779869773,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0015_03_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869773
11374,779869772,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0015_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869772
11375,779869771,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0014_02_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869771
11376,779869770,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0014_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869770
11377,779869769,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0013_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869769
11378,779869768,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0012_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869768
11379,779869767,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0011_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869767
11380,779869766,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_K0010_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869766
11381,779869376,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_09_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869376
11382,779869375,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_08_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869375
11383,779869374,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_07_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869374
11384,779869373,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_06_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869373
11385,779869372,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_05_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869372
11386,779869371,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_04_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869371
11387,779869370,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_03_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869370
11388,779869369,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_02_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869369
11389,779869368,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_25_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869368
11390,779869367,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_24_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869367
11391,779869366,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_23_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869366
11392,779869365,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_22_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869365
11393,779869364,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_21_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869364
11394,779869363,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_20_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869363
11395,779869362,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_01_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869362
11396,779869361,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_19_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869361
11397,779869360,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_18_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869360
11398,779869359,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_17_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869359
11399,779869358,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_16_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869358
11400,779869357,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_15_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869357
11401,779869356,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_14_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869356
11402,779869355,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_13_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869355
11403,779869354,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_12_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869354
11404,779869353,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_10_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869353
11405,779869352,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0023_09_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869352
11406,779869351,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0023_08_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869351
11407,779869350,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0023_07_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869350
11408,779869349,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0023_06_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869349
11409,779869348,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0023_05_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869348
11410,779869347,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0023_04_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869347
11411,779869346,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0023_03_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869346
11412,779869345,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0023_02_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869345
11413,779869344,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0023_01_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869344
11414,779869343,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_09_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869343
11415,779869342,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_07_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869342
11416,779869341,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_05_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869341
11417,779869340,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_03_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869340
11418,779869339,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_02_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869339
11419,779869338,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_24_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869338
11420,779869337,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_23_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869337
11421,779869336,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_22_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869336
11422,779869335,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_20_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869335
11423,779869334,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_01_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869334
11424,779869333,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_19_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869333
11425,779869332,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_15_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869332
11426,779869331,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_14_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869331
11427,779869330,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0022_11_short.mp3,Carnivora,Arctic Fox,Alopex lagopus,Dangerous,779869330
11439,779869204,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_V1734_02_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869204
11440,779869203,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_V1603_34_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869203
11441,779869202,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_V1204_04_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869202
11442,779869201,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0947_04_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869201
11443,779869200,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0898_04_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869200
11444,779869199,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0700_01_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869199
11445,779869198,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0608_01_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869198
11446,779869197,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0601_04_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869197
11447,779869196,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0458_01_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869196
11448,779869195,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0416_01_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869195
11449,779869194,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0383_01_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869194
11450,779869193,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0260_01_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869193
11451,779869192,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0259_03_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869192
11452,779869191,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0259_02_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869191
11453,779869190,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1423_39_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869190
11454,779869189,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1285_05_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869189
11455,779869188,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1246_05_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869188
11456,779869187,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1164_05_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869187
11457,779869186,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1164_04_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869186
11458,779869185,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1164_03_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869185
11459,779869184,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1164_02_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869184
11460,779869183,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1164_01_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869183
11461,779869182,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1078_04_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869182
11462,779869181,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1078_03_short.mp3,Carnivora,Brown Bear,Ursus arctos,Dangerous,779869181
11492,779865071,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_V2134_10_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865071
11493,779865070,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_V2129_07_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865070
11494,779865069,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_V2123_06_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865069
11495,779865068,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_V2010_12_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865068
11496,779865061,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_V1854_05_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865061
11497,779865060,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_V1854_04_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865060
11498,779865059,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_V1854_02_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865059
11499,779865058,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_V1854_01_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865058
11500,779865025,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0700_02_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865025
11501,779865020,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0336_03_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865020
11502,779865019,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0336_02_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865019
11503,779865018,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0336_01_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865018
11504,779865017,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0333_01_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865017
11505,779865015,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0321_01_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865015
11506,779865014,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0304_04_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865014
11507,779865012,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0295_02_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865012
11508,779865009,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0292_02_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865009
11509,779865007,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0287_01_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865007
11510,779865006,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0283_02_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865006
11511,779865005,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0253_01_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865005
11512,779865000,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0196_01_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779865000
11513,779864999,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0192_07_short.mp3,Carnivora,Cougar,Puma concolor,Dangerous,779864999
